animal_id,outcome_type
A724387,Adoption
A753764,Transfer
A677087,Adoption
A748162,Adoption
A762112,Adoption
A695506,Return to Owner
A668637,Transfer
A676291,Transfer
A752530,Return to Owner
A754558,Transfer
A666396,Return to Owner
A738557,Euthanasia
A665579,Transfer
A713123,Adoption
A765857,Adoption
A701432,Transfer
A704273,Return to Owner
A738169,Adoption
A678927,Return to Owner
A698155,Return to Owner
A642549,Adoption
A713168,Adoption
A322813,Return to Owner
A671261,Transfer
A705514,Adoption
A713341,Adoption
A668896,Transfer
A713179,Adoption
A682974,Transfer
A688566,Transfer
A721369,Transfer
A674486,Adoption
A755022,Adoption
A735294,Transfer
A697683,Transfer
A713832,Return to Owner
A708645,Adoption
A692356,Transfer
A756556,Adoption
A700567,Transfer
A708513,Adoption
A738320,Transfer
A691235,Adoption
A710648,Transfer
A751336,Adoption
A736557,Transfer
A669295,Adoption
A728771,Adoption
A717130,Transfer
A748191,Adoption
A728955,Transfer
A686996,Transfer
A705065,Adoption
A690766,Adoption
A742835,Adoption
A669095,Adoption
A670522,Adoption
A743612,Adoption
A737431,Adoption
A698939,Adoption
A733531,Transfer
A711124,Transfer
A756903,Transfer
A711729,Transfer
A735032,Adoption
A718689,Return to Owner
A757499,Return to Owner
A704136,Adoption
A682136,Adoption
A714540,Adoption
A702060,Transfer
A721242,Adoption
A726690,Transfer
A680500,Transfer
A715348,Adoption
A726432,Adoption
A726168,Adoption
A734695,Adoption
A650344,Adoption
A669505,Adoption
A704067,Adoption
A708113,Adoption
A661131,Adoption
A666323,Transfer
A728537,Transfer
A703409,Transfer
A740401,Adoption
A734530,Return to Owner
A700629,Return to Owner
A667606,Adoption
A736879,Adoption
A731971,Adoption
A737115,Adoption
A726503,Transfer
A691236,Transfer
A748725,Adoption
A685027,Transfer
A732294,Transfer
A664747,Adoption
A709317,Transfer
A730175,Adoption
A738681,Transfer
A680145,Transfer
A730286,Adoption
A724575,Adoption
A746039,Transfer
A662822,Adoption
A699299,Adoption
A714133,Transfer
A730623,Adoption
A703440,Adoption
A735293,Transfer
A669144,Transfer
A755609,Transfer
A703741,Adoption
A751658,Transfer
A711260,Adoption
A702025,Adoption
A465637,Return to Owner
A618106,Return to Owner
A713834,Return to Owner
A683030,Adoption
A664608,Transfer
A703492,Adoption
A658141,Adoption
A677092,Adoption
A749747,Adoption
A753932,Adoption
A726061,Adoption
A743725,Transfer
A745129,Transfer
A730572,Adoption
A696157,Transfer
A675237,Transfer
A731852,Transfer
A716611,Adoption
A711492,Adoption
A686046,Transfer
A695777,Adoption
A682562,Adoption
A702883,Return to Owner
A743214,Return to Owner
A763614,Transfer
A705941,Adoption
A696538,Adoption
A689175,Return to Owner
A742575,Adoption
A699741,Transfer
A762819,Adoption
A691361,Transfer
A711079,Transfer
A755455,Adoption
A737539,Adoption
A689259,Transfer
A701338,Return to Owner
A685334,Adoption
A683160,Adoption
A726704,Adoption
A718451,Adoption
A749082,Transfer
A755810,Transfer
A690212,Adoption
A671346,Return to Owner
A715960,Euthanasia
A690584,Adoption
A681185,Adoption
A621641,Adoption
A689598,Return to Owner
A755105,Adoption
A703101,Transfer
A692370,Transfer
A679305,Transfer
A678933,Transfer
A688980,Transfer
A754664,Transfer
A750215,Return to Owner
A664681,Transfer
A754459,Adoption
A757911,Transfer
A698502,Transfer
A712526,Transfer
A619631,Return to Owner
A669768,Transfer
A699458,Adoption
A668210,Transfer
A681547,Transfer
A468026,Adoption
A738734,Adoption
A755859,Transfer
A684723,Adoption
A703873,Transfer
A717994,Adoption
A671077,Transfer
A709656,Adoption
A703974,Adoption
A531699,Adoption
A721459,Adoption
A664182,Adoption
A706701,Adoption
A729807,Adoption
A690277,Transfer
A753659,Adoption
A678737,Transfer
A726738,Adoption
A715205,Adoption
A690750,Transfer
A563714,Return to Owner
A674095,Transfer
A702964,Euthanasia
A732663,Adoption
A715094,Adoption
A594904,Adoption
A677597,Adoption
A687909,Transfer
A736097,Adoption
A721110,Adoption
A745544,Adoption
A761846,Adoption
A721030,Return to Owner
A730796,Adoption
A656945,Adoption
A760565,Transfer
A691399,Adoption
A756065,Transfer
A701174,Transfer
A710365,Adoption
A686696,Transfer
A693615,Transfer
A708294,Return to Owner
A719230,Transfer
A664931,Transfer
A723020,Return to Owner
A679328,Transfer
A739313,Transfer
A666001,Transfer
A672113,Return to Owner
A751296,Adoption
A752018,Adoption
A686366,Transfer
A700436,Adoption
A761732,Adoption
A754553,Transfer
A753564,Adoption
A531739,Return to Owner
A710975,Died
A751266,Return to Owner
A700430,Transfer
A714758,Adoption
A653750,Adoption
A680522,Adoption
A668158,Transfer
A677586,Transfer
A724818,Adoption
A297699,Return to Owner
A687055,Return to Owner
A743808,Return to Owner
A669585,Adoption
A716525,Adoption
A642002,Return to Owner
A688492,Transfer
A697301,Adoption
A669269,Transfer
A660752,Transfer
A716325,Adoption
A726658,Adoption
A671158,Adoption
A740810,Adoption
A683024,Return to Owner
A665573,Transfer
A702672,Adoption
A759798,Adoption
A678619,Adoption
A695476,Transfer
A757722,Transfer
A705289,Adoption
A757429,Adoption
A737278,Adoption
A680164,Transfer
A750697,Adoption
A714838,Transfer
A752855,Adoption
A759791,Adoption
A566278,Return to Owner
A685922,Adoption
A751447,Adoption
A698513,Transfer
A751639,Transfer
A740767,Adoption
A763060,Transfer
A742648,Adoption
A710032,Adoption
A707067,Transfer
A695954,Return to Owner
A747297,Adoption
A661315,Adoption
A759061,Transfer
A724829,Adoption
A680937,Return to Owner
A704099,Adoption
A704927,Transfer
A718417,Adoption
A677161,Transfer
A737512,Adoption
A672185,Adoption
A667184,Adoption
A722011,Transfer
A752749,Return to Owner
A763136,Transfer
A735552,Adoption
A751939,Adoption
A754442,Return to Owner
A664150,Transfer
A752044,Return to Owner
A754323,Transfer
A757573,Transfer
A686644,Adoption
A747360,Transfer
A764033,Return to Owner
A686527,Adoption
A663281,Adoption
A715165,Transfer
A753664,Transfer
A713484,Adoption
A733362,Adoption
A712428,Return to Owner
A755819,Adoption
A691562,Adoption
A736439,Return to Owner
A685556,Adoption
A732170,Adoption
A664454,Adoption
A705232,Transfer
A740801,Return to Owner
A734431,Transfer
A675423,Transfer
A740549,Adoption
A696026,Return to Owner
A699706,Adoption
A740219,Return to Owner
A756099,Adoption
A714295,Adoption
A744220,Transfer
A764855,Transfer
A672544,Transfer
A691644,Transfer
A753138,Transfer
A762861,Adoption
A756478,Adoption
A764980,Adoption
A691759,Adoption
A688709,Adoption
A724742,Transfer
A741582,Adoption
A708253,Transfer
A757461,Adoption
A736816,Transfer
A679590,Adoption
A762248,Transfer
A758351,Transfer
A697433,Transfer
A756852,Transfer
A671219,Transfer
A757676,Transfer
A713781,Return to Owner
A744480,Adoption
A687577,Euthanasia
A702599,Adoption
A726125,Adoption
A749242,Adoption
A678694,Adoption
A757278,Transfer
A749787,Transfer
A739301,Transfer
A763913,Adoption
A734021,Transfer
A719980,Adoption
A694446,Adoption
A682386,Adoption
A763949,Adoption
A745810,Transfer
A589272,Transfer
A298677,Return to Owner
A737052,Transfer
A682681,Transfer
A696614,Adoption
A673511,Adoption
A697893,Transfer
A764762,Adoption
A710820,Adoption
A745135,Euthanasia
A727403,Adoption
A714630,Return to Owner
A679504,Adoption
A717756,Adoption
A493225,Return to Owner
A666920,Return to Owner
A666819,Adoption
A733884,Adoption
A735385,Adoption
A685706,Adoption
A694795,Adoption
A738915,Transfer
A695475,Return to Owner
A743424,Return to Owner
A668078,Adoption
A735040,Adoption
A698604,Transfer
A741618,Return to Owner
A765542,Transfer
A662220,Adoption
A685533,Adoption
A737989,Adoption
A715080,Adoption
A735716,Transfer
A693760,Return to Owner
A763084,Adoption
A740542,Adoption
A693763,Adoption
A749773,Adoption
A749141,Adoption
A678382,Transfer
A661662,Transfer
A692067,Adoption
A688060,Adoption
A669549,Adoption
A760942,Adoption
A756211,Adoption
A675402,Adoption
A696653,Return to Owner
A699845,Euthanasia
A680056,Transfer
A718390,Adoption
A705489,Transfer
A757619,Adoption
A705366,Adoption
A695515,Adoption
A743706,Adoption
A740995,Adoption
A724087,Transfer
A692752,Transfer
A716205,Adoption
A726333,Adoption
A752699,Adoption
A427866,Return to Owner
A726824,Transfer
A686797,Adoption
A711167,Adoption
A760448,Transfer
A720287,Transfer
A673261,Adoption
A748118,Adoption
A699026,Adoption
A757202,Adoption
A736567,Adoption
A693430,Adoption
A702621,Adoption
A757296,Adoption
A755807,Transfer
A744077,Transfer
A745537,Return to Owner
A677936,Transfer
A703752,Return to Owner
A742711,Transfer
A760470,Transfer
A728640,Transfer
A684873,Transfer
A740747,Transfer
A677160,Adoption
A724210,Transfer
A727192,Adoption
A717126,Adoption
A696964,Adoption
A721750,Return to Owner
A672821,Adoption
A764527,Adoption
A731350,Adoption
A702824,Adoption
A714572,Adoption
A744322,Adoption
A665560,Adoption
A729547,Transfer
A714814,Transfer
A706339,Adoption
A744110,Adoption
A760767,Transfer
A763559,Adoption
A688595,Return to Owner
A710451,Adoption
A678915,Adoption
A716964,Transfer
A763238,Transfer
A761942,Adoption
A665581,Transfer
A668276,Adoption
A695798,Transfer
A755003,Transfer
A711403,Adoption
A718461,Adoption
A695916,Adoption
A707193,Adoption
A717637,Adoption
A724500,Transfer
A732420,Transfer
A695361,Adoption
A727140,Transfer
A692953,Adoption
A672332,Adoption
A749896,Return to Owner
A696473,Transfer
A752823,Transfer
A714603,Adoption
A711547,Transfer
A679284,Adoption
A648550,Adoption
A695049,Adoption
A758810,Adoption
A743265,Adoption
A698932,Euthanasia
A748681,Adoption
A723367,Adoption
A669394,Return to Owner
A665567,Return to Owner
A742030,Adoption
A693282,Return to Owner
A693569,Adoption
A674248,Adoption
A755754,Transfer
A724603,Transfer
A700745,Transfer
A371534,Transfer
A717748,Transfer
A735844,Adoption
A702339,Transfer
A686959,Transfer
A754725,Adoption
A674425,Transfer
A746682,Adoption
A689634,Transfer
A750888,Transfer
A707878,Adoption
A689450,Adoption
A679796,Transfer
A672687,Transfer
A694582,Return to Owner
A678301,Transfer
A672074,Adoption
A754807,Adoption
A704202,Adoption
A713554,Adoption
A715478,Adoption
A737580,Transfer
A720069,Adoption
A722116,Return to Owner
A684719,Return to Owner
A740594,Transfer
A735638,Adoption
A591322,Adoption
A670036,Return to Owner
A724960,Transfer
A676905,Adoption
A716131,Adoption
A729409,Transfer
A677933,Adoption
A719197,Adoption
A763808,Return to Owner
A758321,Transfer
A665621,Return to Owner
A738446,Adoption
A706821,Adoption
A699808,Adoption
A707546,Transfer
A761434,Adoption
A662167,Adoption
A675880,Euthanasia
A739549,Transfer
A660295,Return to Owner
A708158,Adoption
A662923,Adoption
A749122,Adoption
A698561,Adoption
A719770,Return to Owner
A756070,Adoption
A667788,Adoption
A760882,Adoption
A744799,Adoption
A702422,Adoption
A681057,Transfer
A710296,Return to Owner
A682779,Transfer
A732837,Adoption
A750618,Adoption
A764432,Adoption
A701176,Transfer
A736898,Adoption
A718399,Adoption
A689772,Transfer
A715648,Adoption
A664711,Transfer
A720419,Return to Owner
A692900,Transfer
A729875,Transfer
A671189,Adoption
A707680,Transfer
A729641,Adoption
A688202,Transfer
A725547,Transfer
A727727,Adoption
A735919,Adoption
A672543,Adoption
A736609,Adoption
A681220,Adoption
A687605,Euthanasia
A763077,Euthanasia
A755279,Adoption
A710966,Return to Owner
A724071,Transfer
A699078,Return to Owner
A504189,Return to Owner
A746680,Transfer
A752199,Adoption
A700684,Return to Owner
A671585,Transfer
A739216,Return to Owner
A664660,Adoption
A682583,Return to Owner
A721022,Transfer
A722214,Transfer
A705669,Transfer
A616585,Return to Owner
A545642,Return to Owner
A713517,Adoption
A669195,Return to Owner
A755774,Transfer
A727046,Transfer
A695730,Return to Owner
A747799,Transfer
A676541,Adoption
A696479,Transfer
A754675,Adoption
A704962,Adoption
A499457,Return to Owner
A669569,Transfer
A709854,Adoption
A682795,Adoption
A685596,Transfer
A745056,Adoption
A543749,Return to Owner
A732117,Transfer
A673713,Euthanasia
A679049,Return to Owner
A667419,Adoption
A721777,Transfer
A487013,Return to Owner
A516259,Return to Owner
A679932,Adoption
A687905,Transfer
A719937,Adoption
A738514,Adoption
A659514,Adoption
A716376,Adoption
A702862,Adoption
A665698,Return to Owner
A750998,Adoption
A726759,Adoption
A729702,Transfer
A713918,Transfer
A668306,Adoption
A722012,Transfer
A680535,Transfer
A737301,Adoption
A703488,Transfer
A689408,Adoption
A695694,Return to Owner
A713399,Adoption
A752266,Adoption
A760995,Adoption
A712586,Adoption
A703739,Transfer
A669858,Return to Owner
A733768,Adoption
A691265,Transfer
A708072,Transfer
A746262,Euthanasia
A669141,Transfer
A694326,Adoption
A729928,Euthanasia
A753997,Adoption
A744485,Adoption
A679730,Adoption
A747933,Adoption
A682425,Adoption
A751012,Adoption
A755371,Transfer
A680636,Return to Owner
A692490,Adoption
A717072,Transfer
A757734,Adoption
A749704,Adoption
A671013,Adoption
A666596,Transfer
A690266,Adoption
A738934,Adoption
A723220,Adoption
A745363,Euthanasia
A758976,Adoption
A683134,Euthanasia
A699928,Adoption
A751698,Adoption
A733540,Adoption
A719828,Transfer
A738371,Adoption
A735125,Adoption
A758699,Transfer
A702774,Adoption
A693142,Adoption
A685605,Return to Owner
A759469,Transfer
A687340,Transfer
A664294,Transfer
A754618,Transfer
A752645,Adoption
A682215,Adoption
A687629,Transfer
A690534,Adoption
A749821,Transfer
A744299,Adoption
A682793,Transfer
A732339,Return to Owner
A764206,Transfer
A734451,Transfer
A685971,Adoption
A720653,Transfer
A664336,Adoption
A745253,Adoption
A728292,Adoption
A721168,Adoption
A667352,Transfer
A710659,Adoption
A719010,Adoption
A701935,Transfer
A760396,Transfer
A673931,Adoption
A755834,Transfer
A756359,Return to Owner
A709617,Transfer
A665002,Transfer
A730018,Adoption
A761275,Return to Owner
A677999,Adoption
A761973,Adoption
A746038,Transfer
A734231,Transfer
A764079,Adoption
A748927,Return to Owner
A711315,Transfer
A744574,Adoption
A731779,Transfer
A688764,Return to Owner
A712422,Adoption
A758695,Transfer
A746296,Adoption
A716628,Adoption
A722032,Adoption
A515453,Return to Owner
A682080,Euthanasia
A735560,Adoption
A663299,Transfer
A716854,Transfer
A737446,Transfer
A677362,Adoption
A705276,Adoption
A755253,Adoption
A700277,Adoption
A689090,Adoption
A690366,Adoption
A755368,Transfer
A756174,Transfer
A720373,Adoption
A743481,Adoption
A729377,Adoption
A704455,Adoption
A764708,Adoption
A742019,Adoption
A691830,Adoption
A681168,Adoption
A692383,Adoption
A725872,Transfer
A675345,Return to Owner
A739593,Adoption
A718217,Adoption
A716398,Adoption
A748136,Return to Owner
A710990,Transfer
A749853,Adoption
A741041,Adoption
A507705,Adoption
A760577,Return to Owner
A689726,Adoption
A721023,Adoption
A686122,Transfer
A737465,Adoption
A726526,Adoption
A749818,Adoption
A679705,Adoption
A752917,Adoption
A684996,Adoption
A744820,Transfer
A702007,Return to Owner
A731507,Transfer
A755094,Adoption
A677915,Transfer
A719202,Adoption
A715898,Transfer
A695933,Transfer
A741854,Return to Owner
A749509,Transfer
A665376,Return to Owner
A732270,Euthanasia
A619637,Adoption
A710445,Transfer
A755752,Adoption
A734474,Disposal
A747632,Transfer
A698340,Transfer
A697029,Adoption
A664875,Return to Owner
A753572,Adoption
A687787,Transfer
A710747,Adoption
A763054,Transfer
A678763,Adoption
A669913,Adoption
A687624,Adoption
A712015,Transfer
A722690,Transfer
A764104,Adoption
A733517,Adoption
A743108,Transfer
A737103,Return to Owner
A712423,Adoption
A698131,Adoption
A735376,Transfer
A722490,Adoption
A735145,Adoption
A742382,Transfer
A697917,Transfer
A708724,Adoption
A661250,Adoption
A761061,Adoption
A695723,Transfer
A696289,Return to Owner
A748895,Transfer
A720727,Adoption
A434523,Adoption
A669721,Transfer
A703872,Transfer
A666074,Transfer
A762503,Transfer
A749396,Transfer
A738617,Return to Owner
A689537,Adoption
A691475,Adoption
A675890,Transfer
A666747,Adoption
A668484,Adoption
A727330,Adoption
A734334,Adoption
A741516,Adoption
A748549,Transfer
A750722,Adoption
A738107,Transfer
A749981,Adoption
A755975,Transfer
A742372,Adoption
A719076,Transfer
A741628,Adoption
A706529,Transfer
A705852,Transfer
A727383,Transfer
A686999,Adoption
A743081,Transfer
A689512,Transfer
A729027,Adoption
A702447,Transfer
A712399,Transfer
A721875,Adoption
A682813,Adoption
A764258,Transfer
A700483,Transfer
A755680,Euthanasia
A714801,Transfer
A728669,Adoption
A745079,Transfer
A760521,Adoption
A698817,Adoption
A708617,Transfer
A733635,Adoption
A675562,Transfer
A745017,Adoption
A686883,Adoption
A709977,Return to Owner
A667392,Adoption
A735955,Adoption
A744652,Euthanasia
A687597,Adoption
A764243,Transfer
A722713,Transfer
A670529,Transfer
A736129,Transfer
A673336,Return to Owner
A692511,Transfer
A693126,Adoption
A671246,Adoption
A753166,Adoption
A703214,Transfer
A700871,Transfer
A708050,Adoption
A758806,Adoption
A749544,Transfer
A762204,Transfer
A698191,Adoption
A696575,Adoption
A751755,Transfer
A676601,Return to Owner
A672300,Return to Owner
A723643,Adoption
A681508,Adoption
A755681,Euthanasia
A687549,Transfer
A693947,Return to Owner
A681033,Adoption
A754495,Adoption
A763067,Transfer
A685068,Transfer
A318500,Return to Owner
A691630,Adoption
A683459,Adoption
A665305,Adoption
A748996,Transfer
A675340,Adoption
A671725,Adoption
A703073,Transfer
A683097,Transfer
A763403,Transfer
A728932,Adoption
A465573,Transfer
A692245,Transfer
A742101,Transfer
A744888,Adoption
A757437,Transfer
A700793,Adoption
A749772,Adoption
A734590,Transfer
A678904,Adoption
A713897,Transfer
A698360,Return to Owner
A703865,Transfer
A737847,Transfer
A751949,Adoption
A711417,Transfer
A674530,Adoption
A751415,Transfer
A687380,Adoption
A707196,Return to Owner
A679546,Transfer
A727194,Transfer
A725788,Transfer
A756830,Return to Owner
A681380,Adoption
A475943,Return to Owner
A724636,Adoption
A673079,Adoption
A652954,Adoption
A611152,Adoption
A723184,Adoption
A737068,Adoption
A711684,Adoption
A690540,Transfer
A699108,Adoption
A744779,Adoption
A737689,Adoption
A693303,Adoption
A707819,Transfer
A698117,Transfer
A704955,Adoption
A657136,Adoption
A735443,Adoption
A719554,Transfer
A664618,Adoption
A691533,Transfer
A710549,Return to Owner
A662734,Transfer
A741265,Transfer
A708715,Transfer
A708689,Transfer
A704950,Adoption
A695167,Adoption
A677017,Return to Owner
A726313,Transfer
A669281,Adoption
A754578,Return to Owner
A718291,Adoption
A707612,Transfer
A663178,Return to Owner
A719366,Adoption
A708037,Transfer
A669801,Adoption
A737794,Adoption
A737840,Transfer
A691968,Transfer
A677112,Adoption
A696956,Return to Owner
A674405,Adoption
A553905,Adoption
A723343,Adoption
A705949,Adoption
A716819,Adoption
A746693,Transfer
A728791,Transfer
A762700,Adoption
A754089,Transfer
A738173,Adoption
A693635,Adoption
A690348,Transfer
A712186,Adoption
A726189,Transfer
A720051,Transfer
A745334,Adoption
A705885,Transfer
A665240,Transfer
A747066,Adoption
A750394,Adoption
A694587,Adoption
A731767,Disposal
A755141,Transfer
A664042,Transfer
A746323,Adoption
A731365,Transfer
A757458,Adoption
A698572,Return to Owner
A728992,Disposal
A743710,Adoption
A763262,Adoption
A754288,Adoption
A701076,Adoption
A694637,Return to Owner
A607134,Adoption
A723124,Return to Owner
A717740,Transfer
A680464,Transfer
A728185,Adoption
A679051,Transfer
A746025,Transfer
A748613,Adoption
A723895,Adoption
A668280,Adoption
A719113,Return to Owner
A704835,Transfer
A749475,Adoption
A705240,Adoption
A570182,Return to Owner
A721811,Transfer
A729830,Adoption
A758437,Adoption
A261770,Adoption
A529211,Transfer
A681726,Transfer
A717716,Transfer
A705300,Adoption
A750336,Transfer
A686648,Transfer
A700941,Transfer
A737834,Adoption
A739867,Adoption
A751647,Adoption
A717193,Return to Owner
A690960,Adoption
A710988,Return to Owner
A694709,Transfer
A704405,Adoption
A718321,Adoption
A650635,Adoption
A715435,Adoption
A696692,Adoption
A751556,Transfer
A762023,Adoption
A741726,Transfer
A724760,Adoption
A692471,Adoption
A756779,Transfer
A733821,Adoption
A720729,Adoption
A698550,Transfer
A670502,Transfer
A711224,Adoption
A719450,Adoption
A665577,Adoption
A744550,Transfer
A763400,Adoption
A737782,Adoption
A692834,Adoption
A675036,Return to Owner
A665668,Adoption
A741051,Transfer
A675436,Transfer
A729629,Adoption
A751430,Adoption
A665066,Return to Owner
A674684,Transfer
A713233,Adoption
A677400,Transfer
A736036,Transfer
A701667,Transfer
A665885,Adoption
A665369,Transfer
A685200,Adoption
A725613,Adoption
A670229,Return to Owner
A724006,Adoption
A691096,Transfer
A759871,Transfer
A678391,Adoption
A669544,Adoption
A758103,Adoption
A729108,Adoption
A674508,Return to Owner
A664049,Adoption
A670801,Adoption
A716157,Adoption
A759013,Transfer
A673640,Adoption
A737185,Adoption
A689523,Adoption
A729391,Transfer
A746691,Transfer
A678891,Adoption
A732222,Adoption
A696598,Transfer
A730308,Adoption
A751409,Transfer
A703781,Transfer
A740858,Transfer
A674806,Adoption
A753758,Disposal
A709915,Adoption
A708148,Return to Owner
A739815,Euthanasia
A660135,Transfer
A702664,Transfer
A708399,Transfer
A673402,Return to Owner
A706305,Transfer
A697194,Return to Owner
A763625,Adoption
A663708,Transfer
A739002,Return to Owner
A714110,Return to Owner
A712256,Transfer
A675455,Transfer
A747525,Adoption
A752125,Euthanasia
A666930,Transfer
A684935,Transfer
A742476,Adoption
A714527,Return to Owner
A753313,Transfer
A756203,Euthanasia
A718044,Transfer
A663647,Return to Owner
A750477,Adoption
A733243,Transfer
A664280,Return to Owner
A667835,Return to Owner
A659043,Return to Owner
A732733,Transfer
A733265,Adoption
A746280,Adoption
A667463,Transfer
A694549,Adoption
A748854,Adoption
A689636,Transfer
A735830,Adoption
A746695,Adoption
A715634,Adoption
A708089,Transfer
A688920,Transfer
A681015,Adoption
A711257,Adoption
A722139,Adoption
A736402,Adoption
A704995,Adoption
A707629,Adoption
A741079,Adoption
A752249,Adoption
A692791,Return to Owner
A663977,Transfer
A666709,Transfer
A676525,Adoption
A729550,Adoption
A752603,Adoption
A730853,Adoption
A749081,Adoption
A739117,Adoption
A691043,Transfer
A736435,Transfer
A701910,Adoption
A740010,Transfer
A747504,Adoption
A714552,Disposal
A666265,Transfer
A744682,Transfer
A749829,Adoption
A686698,Adoption
A758248,Transfer
A711468,Adoption
A735207,Adoption
A757215,Adoption
A705879,Adoption
A729759,Transfer
A762315,Adoption
A700981,Transfer
A763408,Adoption
A684596,Adoption
A704821,Adoption
A681826,Adoption
A710569,Adoption
A685573,Adoption
A708863,Transfer
A713079,Adoption
A715611,Adoption
A765371,Return to Owner
A679405,Adoption
A727967,Transfer
A746628,Disposal
A694787,Adoption
A625774,Return to Owner
A738643,Transfer
A698982,Adoption
A673547,Return to Owner
A746478,Adoption
A725124,Adoption
A670868,Adoption
A740507,Transfer
A696508,Return to Owner
A745421,Transfer
A671351,Adoption
A745041,Adoption
A733282,Adoption
A668755,Return to Owner
A735808,Adoption
A704990,Adoption
A727581,Adoption
A688514,Adoption
A748863,Adoption
A741087,Adoption
A700685,Disposal
A662260,Adoption
A690772,Adoption
A754201,Adoption
A711097,Transfer
A758429,Transfer
A694477,Adoption
A705015,Transfer
A735546,Return to Owner
A687434,Adoption
A699619,Return to Owner
A700799,Adoption
A704213,Transfer
A673998,Transfer
A665682,Transfer
A664932,Transfer
A752363,Adoption
A714626,Adoption
A711393,Transfer
A712292,Adoption
A687017,Adoption
A711173,Adoption
A680095,Transfer
A680809,Transfer
A699813,Return to Owner
A664344,Transfer
A677451,Adoption
A695630,Adoption
A696260,Adoption
A720763,Transfer
A675519,Transfer
A704867,Transfer
A748211,Transfer
A760368,Transfer
A749781,Adoption
A699499,Adoption
A759054,Transfer
A748080,Adoption
A691866,Transfer
A702784,Adoption
A762967,Transfer
A754005,Adoption
A739242,Return to Owner
A749398,Transfer
A666577,Adoption
A727722,Adoption
A674202,Adoption
A669044,Transfer
A734526,Transfer
A667434,Adoption
A667726,Adoption
A668042,Adoption
A751197,Transfer
A763239,Transfer
A680137,Adoption
A733666,Adoption
A682517,Adoption
A755930,Return to Owner
A742116,Return to Owner
A701640,Return to Owner
A681179,Adoption
A739155,Adoption
A676031,Return to Owner
A720650,Adoption
A729871,Adoption
A709658,Return to Owner
A756827,Adoption
A689261,Adoption
A670085,Transfer
A697035,Adoption
A687930,Adoption
A701207,Transfer
A733118,Adoption
A716071,Return to Owner
A728800,Transfer
A671886,Transfer
A752524,Transfer
A713602,Adoption
A713379,Adoption
A710117,Return to Owner
A691338,Adoption
A722063,Adoption
A687168,Adoption
A760542,Euthanasia
A763550,Return to Owner
A726080,Adoption
A719282,Adoption
A753258,Transfer
A666198,Adoption
A681526,Transfer
A693964,Adoption
A742438,Adoption
A737033,Adoption
A688934,Transfer
A686955,Adoption
A722507,Transfer
A748678,Adoption
A674071,Euthanasia
A739550,Return to Owner
A687158,Adoption
A678530,Adoption
A703082,Transfer
A717593,Adoption
A688679,Adoption
A731095,Return to Owner
A705347,Adoption
A712358,Transfer
A753257,Adoption
A663483,Adoption
A745625,Adoption
A683124,Transfer
A687900,Transfer
A723752,Adoption
A672161,Adoption
A717313,Adoption
A690060,Adoption
A702923,Transfer
A707001,Return to Owner
A749852,Adoption
A681958,Adoption
A728644,Transfer
A760482,Adoption
A672805,Adoption
A685203,Adoption
A669860,Transfer
A704040,Adoption
A701247,Transfer
A453136,Adoption
A694748,Adoption
A741277,Transfer
A736674,Adoption
A686009,Adoption
A724016,Adoption
A680010,Adoption
A674918,Transfer
A677904,Adoption
A703414,Transfer
A677042,Transfer
A729573,Adoption
A745868,Adoption
A735051,Transfer
A667854,Adoption
A683477,Euthanasia
A725707,Transfer
A723274,Transfer
A664658,Adoption
A759403,Adoption
A672493,Adoption
A622128,Adoption
A695876,Transfer
A741299,Transfer
A687185,Return to Owner
A714773,Adoption
A667018,Transfer
A663986,Transfer
A673856,Transfer
A721147,Adoption
A710113,Return to Owner
A689604,Return to Owner
A676219,Transfer
A658373,Transfer
A686441,Transfer
A717778,Adoption
A701912,Return to Owner
A686867,Transfer
A605623,Adoption
A732220,Adoption
A728215,Transfer
A716881,Adoption
A613961,Return to Owner
A731225,Return to Owner
A680366,Transfer
A688329,Adoption
A684767,Adoption
A681468,Transfer
A714421,Transfer
A680200,Adoption
A696995,Return to Owner
A677338,Transfer
A735763,Adoption
A676952,Transfer
A698620,Transfer
A722315,Transfer
A725526,Adoption
A702356,Transfer
A738637,Adoption
A677103,Adoption
A731769,Transfer
A713412,Transfer
A738736,Adoption
A726725,Adoption
A693888,Transfer
A690817,Transfer
A671380,Return to Owner
A694020,Transfer
A710094,Adoption
A666047,Return to Owner
A735824,Adoption
A703405,Transfer
A689373,Transfer
A726196,Adoption
A704558,Transfer
A752196,Transfer
A661390,Transfer
A570950,Adoption
A617559,Adoption
A704702,Adoption
A730899,Adoption
A683623,Adoption
A699369,Transfer
A721025,Return to Owner
A744161,Transfer
A724329,Adoption
A695347,Return to Owner
A617353,Adoption
A681145,Adoption
A746024,Adoption
A751885,Adoption
A673641,Adoption
A723660,Transfer
A667026,Transfer
A665676,Transfer
A688222,Adoption
A708426,Transfer
A758492,Adoption
A745995,Adoption
A736000,Transfer
A718828,Adoption
A680372,Transfer
A755290,Transfer
A750934,Transfer
A704366,Adoption
A680394,Transfer
A759960,Transfer
A747722,Transfer
A698701,Adoption
A753415,Transfer
A666569,Adoption
A746328,Adoption
A696512,Adoption
A741113,Return to Owner
A696777,Adoption
A745368,Disposal
A669498,Adoption
A728536,Adoption
A728829,Transfer
A710928,Adoption
A669370,Return to Owner
A684976,Transfer
A750585,Transfer
A715289,Adoption
A753174,Adoption
A698266,Adoption
